smiles,qed
CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12,0.590929262206079
N=C1NC(=O)C(c2ccccc2)S1,0.7085125744012739
Cc1cc(SCC(=O)c2ccccc2[N+](=O)[O-])cc(C)[o+]1,0.2737181897272117
CC12CCC(CC1)C(C)(C)NC(=N)S2,0.6473296582762582
CCSC(SCC)C(O)C(O)C(O)C(O)C(O)C(O)CO,0.2109702320425908
O=C(O)C(O)C(O)C(O)C(O)C(O)C(O)CO,0.2216884931012568
ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,0.4130534627335223
CCN(CC)CC.O=C(Nc1ccc(Cl)cc1)P(=O)(O)c1ccccc1,0.6868808958393126
O=S(=O)(O)CCCCBr,0.43465598284418866
c1ccc(SSc2ccccc2)cc1,0.6963009038231919
O=S1(=O)CCCc2c1ccc1ccccc21,0.6992363708426697
CCOC(=O)C(CCCCS(=O)(=O)O)C(=O)OCC,0.28986439733557157
O=S1(=O)CCc2ccccc2C(Br)C1,0.6793759828599125
CCCCCCCCS(=O)(=O)O,0.49922112010181474
CCOCCCCS(=O)(=O)O,0.48464539068147117
CCOC(C)CCCS(=O)(=O)O,0.6455459681170266
O=S(=O)(O)CCCCCO,0.44860177419385894
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.333294737123963
CC(=O)N1C(=O)C(=O)c2ccccc21,0.5660200935214196
O=C1NC2NC(=O)NC2N1,0.32371784740756654
O=C1c2ccccc2C(=O)N1Cc1ccccc1,0.7523630236849838
O=S1(=O)CS(=O)(=O)CS(=O)(=O)C1,0.48562622564773056
ClC(Cl)(Cl)C1OCOC(C(Cl)(Cl)Cl)OCO1,0.6249158003168679
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,0.5005308756296323
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0.2875638076723092
N=C1NC(=O)CS1,0.4595902452065177
O=C1O[Al]23(OC1=O)(OC(=O)C(=O)O2)OC(=O)C(=O)O3,0.3221769417304797
O=C1C[N+]23CC[N+]45CC(=O)O[Ni-4]24(O1)(OC(=O)C3)OC(=O)C5,0.4459953738732337
CC(=O)c1cc2c(cc1C(C)C)CCC1C(C)(C#N)CCCC21C,0.6697687168883152
COC(=O)C1(C)CCCC2(C)c3cc(Br)c(C(C)C)cc3CCC12,0.5977856262963125
COC(=O)C1(C)CCCC2(C)c3ccccc3C(OO)CC12,0.5119360679253813
COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)CC12,0.743232389381781
CC(C)c1ccc2c(c1)CCC1C2(C)CCCC1(C)C(O)c1ccccc1,0.6558151069273463
CC(=O)OC(C)(C)c1ccc2c(c1)C(=O)CC1C(C)(C#N)CCCC21C,0.725341812760347
CC(O)c1ccc2c(c1)C(O)CC1C(C)(CO)CCCC21C,0.7858898735238147
CC(C)C1(Cl)CCC2C3(C)CCCC(C)(C(=O)O)C3CC(Cl)C2(Cl)C1Cl,0.4925174329742673
COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)C(Br)C12,0.5115970419723768
CNC=O,0.3999167569393753
Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,0.11786115760162932
COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,0.32750374532544374
O=[As]O,0.4014663101485389
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.856137149346395
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0.8868684757874734
CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)c(Cl)c1,0.6407578876556169
CC(C)(CO)C(O)C(=O)NCCS(=O)(=O)O,0.42238800919807895
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0.7110607782360152
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0.7332076636758533
CC[N+](C)(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0.5058081914169998
CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0.8717462743954658
Nc1cc([As]=[As]c2ccc(O)c(N)c2)ccc1O,0.32886941438849937
Oc1nc(O)c2nnoc2n1,0.5225749958475582
N=C1NCCS1,0.45989255489929654
O=Nc1ccc(O)cc1,0.5784636534219736
NNC(=O)C(CC(C(=O)NN)C(=O)NN)C(=O)NN,0.10082878669979028
O=C(O)Cc1cc(=O)[nH]n(-c2ccccc2)c1=O,0.8060315576450446
NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,0.29774412985299664
C[N+]1=Cc2ccccc2O[Cu-3]12Oc1ccccc1C=[N+]2C,0.6906003448297907
O=S1OCCO1,0.4237386815768044
CCCCS(=O)(=O)O,0.5831385288154894
COc1ccc2c(ccc(=O)n2C)c1,0.681098353475894
CC(CN1CCCCC1)SSC(C)CN1CCCCC1,0.6516284979106589
Cn1c(SSc2ccc(-c3cccnc3)n2C)ccc1-c1cccnc1,0.44229652260371344
O=C1N(CO)C2C(N1CO)N(CO)C(=O)N2CO,0.42498494001977494
CC(=O)OC1CCC2(C)C3=CCC4(C)C(C(C)=O)CCC4C34C=CC2(C1)C1C(=O)OC(=O)C14,0.3584386837124091
CNC(=O)C(C)C1C(=O)C(=C(O)C=CC(C)=CC(C)C2OC3(C)OC(C=CC34CO4)C2C)C(=O)N1C1CCC(O)C(C)O1,0.1001329749011386
CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O,0.15446494491165694
CCC(C(=O)O)c1ccc([N+](=O)[O-])cc1.COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0.29192812278618047
O=S(=O)(Cc1ccccc1)c1cc(O)nc(O)n1,0.7990989336072168
Cc1oc(C)c2c1C(=O)c1ccccc1C2=O,0.5916844069096205
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,0.22070507147632487
CC1NC(C)SC(C)S1,0.5871110715005899
N#CNC(=N)NC(=O)C=CC=Cc1ccc(Cl)cc1,0.19673466740749587
O=C(O)C=CC(=O)NNC(=O)C=CC(=O)O,0.3385975020440349
CC1C(=O)N2C(=O)C(C)C(C)C(=O)N2C(=O)C1C,0.5764340843951024
O=C(O)CCC(=O)NNC(=O)CCC(=O)O,0.42781410731233743
Nc1ccc(-c2ccc(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,0.47357672841917964
Oc1nnc(O)c2ncccc12,0.588512770341406
O=Nc1ccc(O)c2ncccc12,0.6745934005219832
Oc1ccc(Cl)cc1C(c1cc(Cl)ccc1O)C(Cl)(Cl)Cl,0.6303479062279637
CC(=O)Nc1c2sscc-2n(C)c1=O,0.7531858150508859
[O-][N+]1=Cc2ccc[o+]2[Cu-3]12[N+]([O-])=Cc1ccc[o+]12,0.4161767727467057
O=C1O[Cu-3]2(Nc3ccccc31)Nc1ccccc1C(=O)O2,0.7207611747923408
O=C(Oc1cccc2cccnc12)c1ccccc1,0.5154814692891793
C1COCCN1.S=C(S)N1CCOCC1,0.47208036591206376
CC1=NNC(=O)C1,0.45065067828392796
O=c1ccc2cc(Cl)ccc2o1,0.583288587855465
CN(C)c1ccc(C=Cc2ccnc3ccccc23)cc1,0.7001570595752046
CN(C)c1ccc(C=Cc2ccc3ccccc3[n+]2C)cc1,0.6632981734991059
Cc1ccc2ccc3ccc(C)nc3c2n1,0.5290239357548239
O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,0.2129086622563505
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)O)cc1,0.11446415484077269
COc1ccc(C=CC(=O)O)cc1OC,0.7663790980522872
c1ccc(C2=NC3(CCCCC3)N=C2c2ccccc2)cc1,0.7688948996733989
CSc1nc(N)nc(N)n1,0.5464913583795193
Nc1nc(N)nc(-c2ccccc2-c2nc(N)nc(N)n2)n1,0.49021620308256725
C1CN2CN1CN1CCN(C1)C2,0.46287064641580017
N=C(N)Nc1nnn[nH]1,0.2705086953825043
O=C1N(Cl)C2(c3ccccc3)N(Cl)C(=O)N(Cl)C2(c2ccccc2)N1Cl,0.641851148257441
Nc1nc(N)nc(SCCOCCSc2nc(N)nc(N)n2)n1,0.34246359872002324
NNC(=O)c1ccccc1SSc1ccccc1C(=O)NN,0.28660978962088896
CCCC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CCCC(=O)CC(O)C(CC)C(=O)O1.O=S(=O)(O)O,0.13088666160650564
O=c1c2ccccc2oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c12,0.4058711256424184
CC12CCC(C(=O)OC1=O)C2(C)C,0.4210492865162245
C[Si](C)(CCC(=O)O)O[Si](C)(C)CCC(=O)O,0.6658730997692154
O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1,0.46467561625545395
COc1ccc(C2c3cc(OC)c(OC)cc3CC3C(=O)OCC32)cc1OC,0.7380317250524896
O=S(=O)(O)C(Br)(Br)Br,0.5421246183395356
S=c1[nH][nH]c(=S)s1,0.553127568514136
OCC(S)CS,0.4493996678556496
O=C(O)C(O)(O)C(O)(O)C(=O)O,0.24554667422153384
CC1=[O+][V-]2(=O)([O+]=C(C)C1)[O+]=C(C)CC(C)=[O+]2,0.4765440141030215
CC1=[O+][Zr]234([O+]=C(C)C1)([O+]=C(C)CC(C)=[O+]2)([O+]=C(C)CC(C)=[O+]3)[O+]=C(C)CC(C)=[O+]4,0.3673301489636472
CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,0.45892478106011403
N=c1[nH]ncs1,0.4726904157534904
CN1CSC(=S)N(C)C1,0.48576283266067277
CCCCC(CC)COS(=O)(=O)O,0.6528627109359176
O=C1CSC(=O)N1c1ccccc1,0.6830519241729223
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,0.4096111563881229
Oc1ccc(O)c([PH](c2ccccc2)(c2ccccc2)c2ccccc2)c1,0.42555975179062977
CN(C)C(=S)SC(=S)N(C)C,0.5537426119928397
O=Nc1ccc(N=O)cc1,0.5860423619809154
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,0.5041792121874737
S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,0.3669804076840826
CC(C)S(=O)(=O)O,0.510750401683258
CCN(CC)C(=S)S,0.46848321194837667
O=C1NS(=O)(=O)c2ccccc21,0.62091720771658
O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,0.3618010266707362
Oc1ncc(S)c(O)n1,0.4541736470554864
Cc1nc(N)c2cnn(C)c2n1,0.6041597168885722
Cc1n[nH]c2c(N(C)C)ncnc12,0.6971694081621402
Cc1cc(O)cc(C)c1Cl,0.6125193183423138
CC(C)=C1C=C2CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0.7085695971460594
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1.O=S(=O)(O)O,0.4125269336301307
Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,0.07250267808628301
Cc1ccc2nc(-c3ccc(N=NNc4ccc(-c5nc6ccc(C)c(S(=O)(=O)O)c6s5)cc4)cc3)sc2c1S(=O)(=O)O,0.08997670244946825
O=C(N=Nc1ccccc1)NNc1ccccc1.O=C(NNc1ccccc1)NNc1ccccc1,0.14535674520805317
Cc1cc(O)cc(O)c1N=Nc1ccc([N+](=O)[O-])cc1,0.5040782803921079
Nc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(N)c5ccccc45)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c2ccccc12,0.052794831898795816
Nc1ccc2ccccc2c1N=Nc1ccc(C=Cc2ccc(N=Nc3c(N)ccc4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.052794831898795816
O=C(O)CC1OCC=C2CN3CCC45C6=CC(=O)C(=O)C([N+](=O)[O-])=C6NC4C1C2CC35,0.2099671571462837
O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0.4026579665067258
CC(C)c1cccc(C(C)C)c1O,0.7326761559104262
CCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0.34104218700195793
O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,0.3310267553587243
Cc1c(O)ccc2c(O)c(NC(=O)c3ccc4c(c3)CCC(C)(C)O4)c(=O)oc12,0.568547239562207
C1CN2CCOB(O1)OCC2,0.4369420680633926
CCO[Si](C)(OCC)OCC,0.5789819165403256
CCCCOC(=S)SSC(=S)OCCCC,0.40313406470532215
O=c1c2ccccc2c2ccc3c4ccc5c(=O)c6ccccc6c6ccc(c7ccc1c2c73)c4c56,0.17036493282666373
CC[Sn](Cl)(CC)CC,0.6654785889317523
Cc1cc(=O)oc2cc(O)cc(O)c12,0.6204810517595596
COC(=O)c1ccccc1SSc1ccccc1C(=O)OC,0.6070029955760787
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,0.7086818239336454
O=[N+]([O-])c1ccc(N=Nc2ccc(O)c3c(O)cc(S(=O)(=O)O)cc23)cc1S(=O)(=O)O,0.18507612954794161
CCCC(C)SP(=S)(SC(C)CCC)SC(C)CCC,0.3182217266236306
CCN(CC)CCCC(C)Nc1cc(-c2ccccc2)nc2ccc(OC)cc12.O=P(O)(O)O,0.2972755425375219
CCCCCCCCCCCCCCCCCCN(C)C,0.26649723447958834
CC1OC(OC2C(COc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OOC(CO)C2O)C(O)C(O)C1O,0.20475427453855038
O=Nc1ccc(O)cc1O,0.5788599249191325
CCCCCCOP(OCCCCCC)OCCCCCC,0.19931079657143344
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0.11835705048056228
CCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0.2733001252944775
Nc1ccc2c(c1)N[Cu-3]1(Nc3cc(N)ccc3O1)O2,0.43901373016938916
C1CCc2nnnn2CC1,0.5208601121409658
CC1=[O+][Cu-3]2([O+]=C(C)CC(Nc3ccccc3)=[O+]2)[O+]=C(Nc2ccccc2)C1,0.4277712576874438
O=[N+]([O-])c1ccc(S(=O)(=O)NN2CCOCC2)cc1,0.6231344086061019
O=[N+]([O-])c1ccc(S(=O)(=O)NN=Cc2ccco2)cc1,0.5096071962557308
O=[N+]([O-])c1ccc(S(=O)(=O)NN=C2CCCCC2)cc1,0.6793776435627117
CC(=O)Nc1ccc(S(=O)(=O)NN=Cc2ccco2)cc1,0.6461220112340452
CC(C=Cc1ccccc1)=NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.49378111714813616
CC1CCCN1c1ccnc2cc(Cl)ccc12,0.7593066984331013
CN(C)C(=O)N1CC[N+](C)([O-])CC1,0.3934094623615156
Cc1ccc2oc(=O)ccc2c1,0.5522573011862888
COc1cc(C)cc2c1OC(c1ccccc1)CC2=O,0.8325339615757014
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,0.6163126868056432
C=C1C(=O)OC(CCCCCCCCCCCCC)C1C(=O)O,0.29810198632602236
CC(CCC(C)C(=O)O)C(=O)O,0.656454079622829
O=C(Nc1ccccc1)Nc1ccccn1,0.8054091984666042
O=c1c2cc3c(=O)n(O)c(=O)c3cc2c(=O)n1O,0.46169663352748136
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.7916266736810947
CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,0.516851635769565
CCCCC(CC)CO[Si](OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC,0.09178317248737923
O=C(O)C1C2OC3C(OC(=O)C31)C2Br,0.5224025707597075
CC1=CC(=C(c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O,0.5149204324019444
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.5431080805091585
O=C(O)c1cc(I)cc(I)c1O,0.7244804436177944
NC(CO)(CO)CO,0.3368315430776369
C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O,0.38353232843514923
S=P(N1CC1)(N1CC1)N1CC1,0.46137951425618995
CC(CCN1CCN(CCC(C)CC(C)(C)C)S1(=O)=O)CC(C)(C)C,0.6136097245331875
O=C1NCCN1N=Cc1ccc([N+](=O)[O-])o1,0.459692001760722
CCCSP(SCCC)SCCC,0.4897080942106046
CCCCOP(=S)(OCCCC)OCCCC,0.3841493438891122
COP(=O)(OC)OC=C(Cl)Cl,0.5401938935101219
CC(O)=C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0.5659068098932704
CC(=O)C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0.6593526141444268
OC(=C[PH](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,0.3682797967574125
O=C(C[PH](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,0.35197475694970726
O=C1CSC(=O)N1,0.48427840594124827
S=C1SCCS1,0.465638957850861
OCC1(CO)CCCC(CO)(CO)C1O,0.3956721105324864
CCCCCCC(=O)C(O)C(O)C(=O)CCCCCCCC(=O)O,0.3710989173324251
Nc1cc(Cl)ccc1S,0.44074879674932466
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,0.5881110894792267
CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,0.646043958147292
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,0.17473192225773107
O=S(=O)(O)c1cc2ccc1ccc1ccc(cc1S(=O)(=O)O)nnc1ccc(ccc3ccc(cc3S(=O)(=O)O)nn2)c(S(=O)(=O)O)c1,0.1482222856129731
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4O)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,0.07473302641917372
N=C(N)N.O=S(=O)(O)O,0.15860713546718513
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,0.5384515342465033
O=C1C[N+]23CC[N+]45CC(=O)O[Cu-5]24(O1)(OC(=O)C3)OC(=O)C5,0.4438267908974288
OCCCN(CCO)CCN(CCCO)CCCO,0.31688990027149994
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0.8338455327068534
COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(CC3)C2.[O-][Cl+3]([O-])([O-])O,0.5502229093280734
CC1=C2C(=O)C3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,0.571809480511667
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,0.4391367379374335
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,0.269246211423608
